readInputPrefixFeature,getInputPrefixFeature,findInputPrefixFeature,removeInputPrefixFeature,parseInputPrefixFeature,copyMixedPrefixFeature,moveMixedPrefixFeature,doMixedPrefixFeature,writeTargetPrefixFeature,setTargetPrefixFeature,addTargetPrefixFeature,updateTargetPrefixFeature,saveTargetPrefixFeature,runTargetPrefixFeature,execTargetPrefixFeature,sendTargetPrefixFeature,logTargetPrefixFeature,printTargetPrefixFeature,evalTargetPrefixFeature,readInputNRMInvokes,getInputNRMInvokes,findInputNRMInvokes,removeInputNRMInvokes,parseInputNRMInvokes,listInputNRMInvokes,peekInputNRMInvokes,pollInputNRMInvokes,retrieveInputNRMInvokes,asInputNRMInvokes,pullInputNRMInvokes,elementInputNRMInvokes,copyMixedNRMInvokes,moveMixedNRMInvokes,doMixedNRMInvokes,writeTargetNRMInvokes,setTargetNRMInvokes,addTargetNRMInvokes,updateTargetNRMInvokes,saveTargetNRMInvokes,runTargetNRMInvokes,execTargetNRMInvokes,sendTargetNRMInvokes,logTargetNRMInvokes,printTargetNRMInvokes,evalTargetNRMInvokes,pushTargetNRMInvokes,insertTargetNRMInvokes,formatTargetNRMInvokes,offerTargetNRMInvokes,fatalTargetNRMInvokes,errorTargetNRMInvokes,infoTargetNRMInvokes,traceTargetNRMInvokes,warnTargetNRMInvokes,severeTargetNRMInvokes,fineTargetNRMInvokes,configTargetNRMInvokes,debugTargetNRMInvokes,generalNRCategoryFeature,generalParamNRCategoryFeature,generalReturnNRCategoryFeature,fileNRCategoryFeature,fileParamNRCategoryFeature,fileReturnNRCategoryFeature,logNRCategoryFeature,logParamNRCategoryFeature,logReturnNRCategoryFeature,webNRCategoryFeature,webParamNRCategoryFeature,webReturnNRCategoryFeature,dbNRCategoryFeature,dbParamNRCategoryFeature,dbReturnNRCategoryFeature,xmlNRCategoryFeature,xmlParamNRCategoryFeature,xmlReturnNRCategoryFeature,guiNRCategoryFeature,guiParamNRCategoryFeature,guiReturnNRCategoryFeature,StringParam,String[]Param,Byte[]Param,Char[]Param,primitiveParam,DFfromNRMtoThis,DFfromNRMtoRet,DFfromParamToNRM,DFfromParamToThis,DFfromNRMtoParam,concreteMethod,isInterface,isAbstractClass,isConcreteClass,inputPrefixType,targetPrefixTye,mixedPrefixType,generalClassNamePatternCat,fileClassNamePatternCat,logClassNamePatternCat,webClassNamePatternCat,xmlClassNamePatternCat,guiClassNamePatternCat,dbClassNamePatternCat
0.0,0.10387771465884293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08351884289741333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025046385901573907,0.0,0.0,0.00858519265368027,0.0,0.0,0.0,0.0,0.0,0.024351718314916497,0.0,0.0,0.03160708656149875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009264629355971447,0.0,0.0,0.0,0.05824783738278296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06880437221104001,0.0,0.0,0.0,0.0,0.00536288672894647,0.0,0.0,0.0
0.0,-0.10063092458665954,0.0,0.0,0.0,0.0,0.0,0.0,-0.00530789284769137,-0.0061152836520838505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012437015041784735,0.0,0.0,-0.014640795829263184,0.0,0.0,0.0,0.0,0.0,-0.026618398163622263,0.0,0.0,-0.03635392993293772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01354601813451863,0.0,0.0,0.0,-0.01593134265354368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016418399157894992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.14323096564729995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004630882634994985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024425425445801018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012313364401901707,0.0,0.0,0.004545405752929554,0.0,0.0,0.0,0.0,0.0,0.03320614646417849,0.0,0.0,0.04605556763026979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012887194020516045,0.0,0.0,0.0,0.04407450684246338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09329720782631166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008115272258045286,-0.008169102768390314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020753753938182667,0.0,0.0,-0.01632298396592182,0.0,0.0,0.0,0.0,0.0,-0.048800604424200464,0.0,0.0,-0.060110237661969435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01847942001578787,0.0,0.0,0.0,-0.021361982149818284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017858744031636068,0.0,0.0,0.0,0.0,-0.028027898786047823,0.0,0.0,0.0
0.0,0.1515495156445247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03463297510452306,0.0,0.0,0.0244226322681079,0.0,0.0,0.0,0.0,0.0,0.04766810242978575,0.0,0.0,0.06159577667486202,0.0,0.0,0.0056309763045992445,0.0,0.0,0.0,0.0,0.0,-0.042595520881299434,0.035981031518563245,0.0,0.0,0.0,0.08916036895224848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010620808650751672,0.0,0.0,0.0
0.0,-0.10731712979095252,0.0,0.0,0.0,0.0,0.0,0.0,-0.0065304563325915,-0.00874759102578757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007733323918319639,0.0,0.0,-0.011499821972994486,0.0,0.0,0.0,0.0,0.0,-0.0320573818589091,0.0,0.0,-0.03181866633083073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01401458279398895,0.0,0.0,0.0,-0.015283994280837581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012997051694787938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.21328222748738718,0.0,0.0,0.0,0.0,0.0,0.0,-0.011501822292918329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02489135913583468,0.0,0.0,0.0,0.0,0.0,-0.011434792891004254,0.0,0.0,0.0,0.0,0.0,0.029204574725233075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031690753851551234,-0.020635260987727867,0.0,-0.026297179309095562,0.0,0.0,-0.03125922971622262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019376175028263123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010233172933998664,-0.017205527239204616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030141965510155726,0.0,0.0,-0.0185318792495652,0.0,0.0,0.0,0.0,0.0,-0.0681534327864509,0.0,0.0,-0.09820349732937374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057359210737239874,-0.034566783592076974,0.0,-0.007402106893396801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02092084520301729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.1814966417852631,0.0,0.0,0.0,0.0,0.0,0.0,-0.011854096636476926,-0.003901275239232199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013236246551723757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008491127193451267,0.0,0.0,-0.006362674573783747,0.0,0.0,-0.018791730646760454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012867418461927065,-0.024199687074879735,0.0,0.0,0.0,0.0,-0.019006431863803443,0.0,0.0,0.0
0.0,0.14317929824603057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05531416898367532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014648764952876127,0.0,0.0,0.008830753805409198,0.0,0.0,0.0,0.000578354813473847,0.0,0.02183981803406601,0.0,0.0,0.03762168909125033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115507422319529,0.0,0.0,0.0,0.06358056503771373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06152251147021861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
