ClsNmCtnWeb,MtdNmCtnSend,MtdNmCtnExecut,MtdModFINAL,ClsNmCtnInput,ClsNmEndsReq,ClsNmCtnRedirect,ParamDfSiMtdRun,ParamTypCtnSql,ParamDfSiMtdDump,ParamDfSiMtdStream,MtdWritInvkd,MtdSetInvkd,MtdNmCtnHandl,ParamDfSiMtdLog,MtdModPRIVATE,ClsNmCtnManager,RtnTypResultSet,MtdExecutInvkd,ClsFINAL,ParamDfSiMtdPrint,MtdUpdatInvkd,ClsWebInvkd,MtdNmCtnLog,ParamTypCtnDb,ParamDfSiMtdExecut,MtdRunInvkd,ParamTypCtnStr,ParamDfSiMtdUpdat,MtdReplacInvkd,MtdNmCtnPars,ClsNmCtnSecurity,MtdModSTATIC,ClsSqlInvkd,ClsLogInvkd,MtdParsInvkd,ParamTypCtnWeb,ParamDfSiMtdHandl,MtdModPUBLIC,ParamTypCtn.io.,ClsNmEndsRender,MtdNmCtnWrit,InnerCls,MtdLogInvkd,MtdNmCtnPrint,MtdPutInvkd,ClsDbInvkd,ParamTypCtnStringbuilder,ParamDfSiMtdWrit,ClsNmCtnResponse,ClsNmCtnJdbc,MtdNmStrtSet,ClsSTATIC,MtdNmCtnUpdat,MtdNmCtnRedirect,ParamDfSiMtdSet,MtdNmCtnStream,ParamDfSiMtdPut,Implicit method,Cls.io.Invkd,Cls.net.Invkd,ClsNmCtn.io.,MtdHandlInvkd,ClsNmCtnHtml,MtdNmStrtOn,ClsAnonymous,ParamTypCtnChar[],MtdNmCtnReplac,MtdPrintInvkd,ClsNmCtnNet,MtdConstructor,ParamDfSiMtdSend,MtdSendInvkd,MtdNmCtnRun,ParamTypCtnCharsequence,ParamTypCtnByte[],MtdLoneGetterOrSetter,ParamDfSiMtdPars,MtdCtnParams,MtdNmCtnDump,MtdDumpInvkd,ClsNmCtnSql,ClsPUBLIC,MtdNmCtnSetheader
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007078417895578242,0.0,0.0,0.0,0.0,0.0,0.0,0.0031313565241158914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04401538699365115,0.0,0.0,0.0,0.0,0.024153325482529207,0.0,0.0,0.0,0.0,0.0,0.01803001083370141,0.0,0.0,0.0,0.0,0.0,-0.008481569071584892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013260436013976463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017883384144873275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4343504505279741,0.0,0.0,0.0,0.0,0.0,0.013971520458319031,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011015596739533447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03227700993508601,0.0,0.0,0.0,0.0,0.028552943300295213,0.006343468884884906,0.0,0.0,0.0,0.0,0.03354592534304752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024157391644256534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02526380405250893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026674510526539814,0.0,0.0,0.0,0.0,0.35639978926359206,0.02861079032367257,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0027407180329028225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2330859075495667,-0.004123093652444552,0.0,0.0,0.0,0.0,-0.011192488684506972,-0.0043117747023525615,-0.005417294307253468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004808538357257059,0.0,0.0,0.0,0.0,0.0,0.0,-0.026749388011095363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049691992119691525,0.0,0.0,0.0,0.0,-0.0028295139279452763,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27824971232265766,0.0,0.0,0.0,-0.014618327245968475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02099460360403652,0.0,0.0,0.0,0.0,-0.14021363723195,0.0,0.0,0.0,0.0,0.0,-0.11021894125995807,0.0,0.0,-0.005956679006893548,0.0,0.0,-0.009503377690112946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00864525867406172,0.0,0.0,0.0,0.0,0.0,0.0,-0.022362145674251644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04011140696821121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.00560415949548454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04017951134419653,0.0,0.0,0.0,0.0,0.0505647725907472,0.0,0.0,0.0,0.0,0.0,0.060242842378889085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22225575443365392,0.0,0.0,0.0,0.0,0.0,0.0,0.009583024510347806,0.0,0.0,0.028452804378520703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029605463112462916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03238010037111109,0.0,0.0,0.0,0.0,0.0,0.02047022997483757,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24182905873955501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06707318618099443,0.0,0.0,0.0,0.0,0.023165259419555297,-0.09657415589609783,0.0,0.0,0.0,0.0,0.03043556994388112,0.0,0.0,0.0,0.0,0.0,-0.014755196636914727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01483481427643295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03398735979779833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03727833175117083,0.0,0.0,0.0,0.0,0.0,0.012843135347892196,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06691291941299184,0.0,0.0,0.0,0.0,0.04178895597902699,0.0,0.0,0.0,0.0,0.0,0.015253166962392622,0.10404246289333696,0.0,0.0,0.0,0.0,-0.015415002332920086,-0.010398405215281951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07009484657216092,0.0,0.07111035666506069,0.0,0.0,0.0,0.0,0.0,0.0,-0.022154087268762803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049406133832148674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.045469315539209125,0.0,0.0,0.0,0.0,0.011443814121257575,0.0,0.0,0.0,0.0,0.0,0.0603037341704734,0.0,0.0,0.0,0.0,0.0,-0.008330722139968771,0.3048978209669712,-0.05908506218159774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010207984552129427,0.0,0.0,0.014535518386903316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024591431044846613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02745363692616171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004371019549591182,0.0,0.0,0.0,0.0,0.0,0.0,0.007258246578608492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015574378591483135,0.0,0.0,0.0,0.0,0.02041717814683217,0.0,0.0,0.0,0.0,0.0,0.012802833278878795,0.0,0.0,0.0,0.0,0.0,-0.008220383081533946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00623685828644365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019526587294177375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5398460261779839,0.0,0.0,0.0,0.0,0.0,0.004346910435254813,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006443579618142688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02272593490894437,0.0,0.0,0.0,0.0,0.0297022449001825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0060766305391274445,0.0,0.0,-0.012306306225679804,-0.006050132267550833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.037714652170636444,0.0,0.0,0.0,0.0,0.0,0.0,-0.1296834039821661,-0.050657577913246064,0.0,0.0,0.0,0.0,-0.00697437223130974,0.0,0.0
